Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Situação
984,ASSOCIACAO EDUCACIONAL SOUZA GRAFF S/S LTDA,02.828.271/0001-65,Privada com fins lucrativos,1488,FACULDADE LUSÓFONA DO RIO DE JANEIRO (FL-RJ),FL-RJ,Rua Visconde de Itaúna - 2671 - CEP: 24431-005 - Paraíso,São Gonçalo,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2009,-,,3,2017,Ativa
3296,UNIAO CRISTA - ASSOCIACAO SOCIAL E EDUCACIONAL,73.794.810/0001-30,Privada sem fins lucrativos,1827,FACULDADE LUTERANA DE TEOLOGIA (FLT),FLT,"Wally Malschitzki, Enfermeira - r- M Preto - 164 - CEP: 89285-295 - Mato Preto",São Bento do Sul,SC,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2018,-,,4,2017,Ativa
1147,UNIAO RONDONENSE DE ENSINO E CULTURA LTDA,03.113.945/0001-08,Privada com fins lucrativos,2312,FACULDADE LUTERANA RUI BARBOSA (FALURB),FALURB,Rua D Pedro - 1151 - CEP: 85960-000 - Centro,Marechal Cândido Rondon,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2011,-,,3,2017,Ativa
1055,COMUNIDADE EVANGELICA LUTERANA SAO MARCOS,88.316.567/0001-12,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1607,FACULDADE LUTERANA SÃO MARCOS (FALSM),FALSM,Rua Dr. Mario Totta - 260 - CEP: 94820-400 - Vila Agritter,Alvorada,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2017,-,,3,2017,Ativa
16812,AMORIM ENSINO TECNICO E SUPERIOR LTDA,11.233.879/0001-38,Privada com fins lucrativos,22073,FACULDADE MACÊDO DE AMORIM (FAMAM),FAMAM,Rua Conselheiro Severino Francisco Alves - 174 - CEP: 55602-635 - Livramento,Vitória de Santo Antão,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
712,ASSOCIACAO EDUCACIONAL MACHADO DE ASSIS,39.108.469/0001-84,Privada sem fins lucrativos,1701,FACULDADE MACHADO DE ASSIS (FAMA),FAMA,Praça Marquês de Herval - 4 - CEP: 23510-140 - Santa Cruz,Rio de Janeiro,RJ,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2016,-,,3,2017,Ativa
234,FUNDACAO EDUCACIONAL MACHADO SOBRINHO,21.576.822/0001-95,Privada sem fins lucrativos,336,FACULDADE MACHADO SOBRINHO (FMS),FMS,Rua Pedro Celeste - s/n - CEP: 36030-140 - Cruzeiro do Sul,Juiz de Fora,MG,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2018,-,,3,2017,Ativa
15757,FACULDADE MADALENA SOFIA LTDA,04.935.903/0001-15,Privada com fins lucrativos,18158,FACULDADE MADALENA SOFIA (FMS),FMS,Rua Alberto de Oliveira - 19 - CEP: 82820-180 - Bairro Alto,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
2378,ESCOLA MADRE TEREZA LTDA - ME,04.666.494/0001-07,Privada com fins lucrativos,3769,FACULDADE MADRE TEREZA (FAMAT),FAMAT,Rua Ubaldo Figueira - 1777 - CEP: 68925-000 - Nova Brasília,Santana,AP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,3,2017,Ativa
2067,SOCIEDADE EDUCACIONAL SUL BAHIANA LTDA - EPP,05.402.067/0001-76,Privada com fins lucrativos,3268,FACULDADE MADRE THAIS (FMT),FMT,Avenida Itabuna - 1491 - CEP: 45650-015 - Centro,Ilhéus,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2012,-,,3,2017,Ativa
545,"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",02.608.755/0001-07,Privada com fins lucrativos,1415,FACULDADE MAGISTER (MAGISTER),MAGISTER,Avenida Nossa Senhora do Sabará - 1300 - CEP: 04686-001 - Santo Amaro,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1,2011,-,,SC,2012,Ativa
2666,CENTRO DE EDUCACAO SUPERIOR DE INHUMAS - EPP,07.242.113/0001-42,Privada com fins lucrativos,507,Faculdade Mais de Ituiutaba (FacMais),FacMais,Avenida Geraldo Alves Tavares - 1980 - CEP: 38302-134 - Universitário,Ituiutaba,MG,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2016,-,,3,2017,Ativa
1227,VALES GERAIS SISTEMA DE ENSINO LTDA - EPP,02.156.387/0001-03,Privada com fins lucrativos,1863,FACULDADE MANTENENSE DOS VALES GERAIS (INTERVALE) (INTERVALE),INTERVALE,Rua Marino de Matos Pinto - 40 - CEP: 35290-000 - Nicoline,Mantena,MG,Faculdade,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,-,,3,2017,Ativa
16050,SOEM - SOCIEDADE DE EDUCACAO DA CIENCIA E DA TECNOLOGIA DO MARANHAO LTDA - EPP,18.505.624/0001-26,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,18497,Faculdade Maranhense (FAM),FAM,Av Nossa Senhora das Graças - sn - CEP: 65640-000 - chapadão,Parnarama,MA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,-,,-,,Ativa
2359,SOCIEDADE MARANHENSE DE ENSINO SUPERIOR - SS - EPP,05.957.429/0001-95,Privada com fins lucrativos,3724,FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS (FSJ),FSJ,Rua 1 - 290 - CEP: 65631-540 - Loteamento Boa Vista,Timon,MA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2009,-,,2,2017,Ativa
3309,SOCIEDADE EDUCACIONAL JI-PARANA LTDA - EPP,07.045.308/0001-00,Privada com fins lucrativos,10950,FACULDADE MARECHAL CÂNDIDO RONDON (FAMAR),FAMAR,Rua Almirante Barroso - 1335 - CEP: 78961-670 - Centro,Ji-Paraná,RO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2008,-,,-,,Ativa
15932,ASSOCIACAO EDUCACIONAL MODOTTE,17.466.646/0001-61,Privada sem fins lucrativos,18062,Faculdade Marechal Rondon,-,Rua Saldanha Marinho - 282 - CEP: 76980-000 - Centro,Vilhena,RO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2014,-,,-,,Ativa
222,ASSOCIACAO EDUCACIONAL NOVE DE JULHO,43.374.768/0001-38,Privada sem fins lucrativos,1624,FACULDADE MARECHAL RONDON (FMR),FMR,Viscinal Nilo Lisboa Chavasco - 5000 - CEP: 18650-000 - Chacara Saltinho,São Manuel,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,3,2018,5,2018,3,2017,Ativa
1616,CENTRO EDUCACIONAL MARIA MILZA LTDA - ME,00.543.858/0001-00,Privada com fins lucrativos,2474,FACULDADE MARIA MILZA (FAMAM),FAMAM,BR-101; Km 212. Estrada de Cruz das Almas-Governador Mangabeira. Zona Rural - s/n - CEP: 44380-000 - Sungaia,Cruz das Almas,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,4,2017,Ativa
754,CENTRO DE ENSINO SUPERIOR DO PARANA - CESPAR,01.201.203/0001-09,Privada sem fins lucrativos,1079,FACULDADE MARINGÁ (CESPAR),CESPAR,Avenida Prudente de Moraes - 815 - CEP: 87010-020 - ZONA 07,Maringá,PR,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,3,2017,4,2018,3,2017,Ativa
16464,CENTRO EDUCACIONAL DE QUALIFICACAO PROFISSIONAL E FORMACAO CONTINUADA CASTRO ALVES LTDA - ME,14.063.332/0001-20,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,3837,FACULDADE MARINHO PAULISTA (FAMP),FAMP,Rua Airi - 20 a - CEP: 03310-010 - Vila Gomes Cardim,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,-,,-,,-,,Ativa
15541,CONSULTORIA EDUCACIONAL E EMPRESARIAL MARIO QUINTANA LTDA - ME,06.375.617/0001-78,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,16782,Faculdade Mário Quintana (FAMAQUI),FAMAQUI,Praça Cônego Marcelino - 107 - CEP: 90050-280 - Cidade Baixa,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2014,-,,-,,Ativa
16431,INSTITUTO PROFESSOR AMARO DE ARAUJO LIMA SOBRINHO,10.890.764/0001-53,Privada sem fins lucrativos,20530,Faculdade Marquês de Olinda (FMO),FMO,Avenida Adhemar de Barros - 987/974 - CEP: 11430-001 - Vila Santo Antônio,Guarujá,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2015,-,,-,,Ativa
914,INSTITUTO DE ENSINO SUPERIOR DA AMAZONIA LTDA,02.153.389/0001-30,Privada com fins lucrativos,1381,Faculdade Martha Falcão Wyden (FMF Wyden),FMF Wyden,Rua Natal - 300 - CEP: 69057-090 - Adrianópolis,Manaus,AM,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2010,-,,3,2017,Ativa
16215,SOCIEDADE DE EDUCACAO E TECNOLOGIA VIEIRA LTDA,19.775.838/0001-85,Privada com fins lucrativos,19369,Faculdade Martinho Lutero (FML),FML,Travessa Visconde de Abaeté - 200 - CEP: 52110-010 - Tamarineira,Recife,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,-,,-,,Ativa
16326,INSTITUTO MASTER DE ENSINO SUPERIOR LTDA,20.033.721/0001-05,Privada com fins lucrativos,19914,FACULDADE MASTER (FAC MASTER),FAC MASTER,Rua L - 61 - CEP: 49026-206 - Jardins,Aracaju,SE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,-,,Ativa
14728,SOCIEDADE DE ENSINO SUPERIOR MASTER S/S LTDA. - ME,09.265.775/0001-63,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,15079,FACULDADE MASTER DE PARAUAPEBAS - FAMAP (FAMAP),FAMAP,"Rua G, Qd. 63, Lt 07 e 08. - 382-A - CEP: 68515-000 - União",Parauapebas,PA,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,3,2015,-,,Ativa
894,COLEGIO MATER DEI LTDA,78.243.599/0001-81,Privada com fins lucrativos,1337,FACULDADE MATER DEI (FMD),FMD,Rua Mato Grosso - 200 - CEP: 85501-200 - Centro,Pato Branco,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2013,-,,3,2017,Ativa
1308,AESMS ENSINO SUPERIOR DE MATO GROSSO DO SUL LTDA.,03.995.468/0001-51,Privada com fins lucrativos,2149,FACULDADE MATO GROSSO DO SUL (FACSUL),FACSUL,Rua Afonso Pena - 275 - CEP: 79005-000 - Amambaí,Campo Grande,MS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2011,-,,3,2017,Ativa
2438,INSTITUTO MAUA DE PESQUISA E EDUCACAO - ME,05.969.033/0001-68,Privada com fins lucrativos,3867,FACULDADE MAUÁ DE BRASÍLIA (MAUADF),MAUADF,Colônia Agrícola Samambaia - 12 - CEP: 72110-600 - Taguatinga Norte (Taguatinga),Brasília,DF,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,4,2018,4,2017,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,20612,FACULDADE MAURÍCIO DE NASSAU DE BELO HORIZONTE (FMN BH),FMN BH,Rua Caxambu - 83 - CEP: 31210-060 - Lagoinha,Belo Horizonte,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21586,Faculdade Maurício de Nassau de Betim (FMN Betim),FMN Betim,Rua Pirapora - 711 - CEP: 32675-402 - Vila Cristina,Betim,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21898,FACULDADE MAURÍCIO DE NASSAU DE BLUMENAU (FMN BLUMENAU),FMN BLUMENAU,Rua Nereu Ramos - S/N - CEP: 89010-400 - Centro,Blumenau,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21367,FACULDADE MAURÍCIO DE NASSAU DE CAMPINAS (FMN CAMPINAS),FMN CAMPINAS,Rua Mogi Mirim - 1283 - CEP: 13050-543 - Jardim Novo Campos Eliseos II,Campinas,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21895,FACULDADE MAURÍCIO DE NASSAU DE CAMPOS DOS GOYTACAZES (FMN GOYTACAZES),FMN GOYTACAZES,Rua Conselheiro Otaviano - S/N - CEP: 28010-140 - Centro,Campos dos Goytacazes,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21589,Faculdade Maurício de Nassau de Caxias do Sul (FMN Caxias Sul),FMN Caxias Sul,Rua Sinimbu - 2553 - CEP: 95020-510 - São Pelegrino,Caxias do Sul,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21896,FACULDADE MAURÍCIO DE NASSAU DE DIVINÓPOLIS (FMN DIVINÓPOLIS),FMN DIVINÓPOLIS,Rua Rio de Janeiro - S/N - CEP: 35500-009 - Centro,Divinópolis,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21370,FACULDADE MAURÍCIO DE NASSAU DE DUQUE DE CAXIAS (FMN CAXIAS),FMN CAXIAS,Avenida Doutor Manuel Teles - 89 - CEP: 25010-305 - Centro,Duque de Caxias,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21365,FACULDADE MAURÍCIO DE NASSAU DE FLORIANÓPOLIS (FMN FLORIPA),FMN FLORIPA,Rua São João Batista - 60 - CEP: 88025-230 - Agronômica,Florianópolis,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21398,FACULDADE MAURÍCIO DE NASSAU DE IMPETRATRIZ (FMN IMPERATRIZ),FMN IMPERATRIZ,Rua Minas Gerais - 903 - CEP: 65903-020 - Três Poderes,Imperatriz,MA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,19343,FACULDADE MAURÍCIO DE NASSAU DE ITABUNA (FMN DE ITABUNA),FMN DE ITABUNA,Rua Castro Alves - 64 - CEP: 45604-182 - Califórnia,Itabuna,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,19848,FACULDADE MAURÍCIO DE NASSAU DE JUIZ DE FORA (FMN JF),FMN JF,Rua Mário Crispim - S/N - CEP: 36037-660 - Bosque do Imperador,Juiz de Fora,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21590,FACULDADE MAURÍCIO DE NASSAU DE LONDRINA (FMN LONDRINA),FMN LONDRINA,Rua Canudos - 261 e 264 - CEP: 86015-040 - Jardim Higianopolis,Londrina,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,12415,FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ (FMN Maceió),FMN Maceió,Rua Senador Rui Palmeira - 1200 - CEP: 57035-250 - Ponta Verda,Maceió,AL,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,19850,FACULDADE MAURÍCIO DE NASSAU DE NITERÓI (FMN NITERÓI),FMN NITERÓI,Rua Gavião Peixoto - 179 - CEP: 24230-090 - Icaraí,Niterói,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21897,FACULDADE MAURÍCIO DE NASSAU DE PONTA GROSSA (FMN PONTAGROSSA),FMN PONTAGROSSA,Rua Silva Jardim - S/N - CEP: 84040-020 - Centro,Ponta Grossa,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,19851,FACULDADE MAURÍCIO DE NASSAU DE SÃO JOSÉ DOS CAMPOS (FMN SJ CAMPOS),FMN SJ CAMPOS,Rua Quinze de Novembro - S/N - CEP: 12210-070 - Centro,São José dos Campos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21894,FACULDADE MAURÍCIO DE NASSAU DE SOROCABA (FMN SOROCABA),FMN SOROCABA,Rua Padre José Manoel de Oliveira Liborio - S/N - CEP: 18010-310 - Centro,Sorocaba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21587,Faculdade Maurício de Nassau de Uberlândia (FMN Uberlândia),FMN Uberlândia,Travessa Canápolis - 200 - CEP: 38400-389 - Osvaldo Rezende,Uberlândia,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21904,FACULDADE MAURÍCIO DE NASSAU DE VOLTA REDONDA (FMN VOLTA REDON),FMN VOLTA REDON,Rua Trinta e Um-A - S/N - CEP: 27261-305 - Vila Santa Cecília,Volta Redonda,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21368,FACULDADE MAURÍCIO DE NASSAU SÃO BERNARDO DO CAMPO (FMN SBC),FMN SBC,Rua Tenente Salles - 229 - CEP: 09720-130 - Centro,São Bernardo do Campo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,22210,FACULDADE MAURÍCIO DE NASSAU SERRA TALHADA (FMN SERRA),FMN SERRA,Rua Tabelião Tiburtino Nogueira - 1187 - CEP: 56912-420 - Nossa Senhora da Penha,Serra Talhada,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
16742,INSTITUTO MELO DE EDUCACAO LTDA,12.140.196/0001-07,Privada com fins lucrativos,21847,FACULDADE M-EDUCAR (FAMED),FAMED,Av. Parque Sul - 601 - CEP: 62390-000 - Caroba,Croatá,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
16567,SILAS PEDRO DE CARVALHO - EPP,09.302.250/0001-50,Privada com fins lucrativos,21442,Faculdade Mega (MEGA),MEGA,Rua dos Caetés - 123 - CEP: 30120-080 - Centro,Belo Horizonte,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,-,,Ativa
15572,ACADEMIA MELIES DE ENSINO LTDA,13.823.213/0001-65,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,16934,Faculdade Melies de Tecnologia (Melies),Melies,Alameda dos Maracatins - 961 - CEP: 04089-012 - Indianópolis,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2013,4,2018,-,,Ativa
15699,INSTITUTO ODONTOLOGICO DE POS GRADUACAO LTDA - ME,07.878.948/0001-93,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,17400,Faculdade Menino Deus (FAMED),FAMED,Avenida Getúlio Vargas - 1618 - CEP: 90150-004 - Menino Deus,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2013,-,,-,,Ativa
1231,ASSOCIACAO EDUCACIONAL E SOCIAL NOSSA SENHORA DE FATIMA,42.251.504/0001-24,Privada sem fins lucrativos,1873,FACULDADE MERCÚRIO (FAMERC),FAMERC,Rua Mercúrio - 293 e 1.631 - CEP: 21532-470 - Pavuna,Rio de Janeiro,RJ,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,-,,-,,4,2017,Ativa
1554,COMPLEXO DE ENSINO SUPERIOR MERIDIONAL S.A.,04.858.393/0001-20,Privada com fins lucrativos,2383,FACULDADE MERIDIONAL (IMED),IMED,Rua Senador Pinheiro - 304 - CEP: 99070-220 - Cruzeiro,Passo Fundo,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2019,-,,4,2017,Ativa
16563,COMPLEXO DE ENSINO SUPERIOR MERIDIONAL S.A.,04.858.393/0002-00,Privada com fins lucrativos,21519,Faculdade Meridional de Porto Alegre (IMED),IMED,Rua Dona Laura - 1020 - CEP: 90430-090 - Rio Branco,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,-,,Ativa
1554,COMPLEXO DE ENSINO SUPERIOR MERIDIONAL S.A.,04.858.393/0001-20,Privada com fins lucrativos,2821,Faculdade Meridional RS (IMED),IMED,Rua Dona Laura - 1020 - CEP: 90430-090 - Rio Branco,Porto Alegre,RS,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,3,2010,-,,4,2017,Ativa
3021,FUNDACAO MOKITI OKADA-M.O.A.,63.031.868/0001-79,Privada sem fins lucrativos,4731,FACULDADE MESSIANICA,-,Rua Humberto I - 612 - CEP: 04015-050 - Vila Mariana,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,3,2012,5,2014,2,2017,Ativa
755,INSTITUTO METODISTA CENTENARIO,88.371.877/0001-30,Privada sem fins lucrativos,1085,FACULDADE METODISTA CENTENÁRIO (FMC),FMC,RUA DOUTOR TURI - 2003 - CEP: 97050-180 - CENTRO,Santa Maria,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2019,-,,3,2017,Ativa
238,INSTITUTO METODISTA DE EDUCACAO - IMED,51.660.876/0001-03,Privada sem fins lucrativos,1130,FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS (METODISTA),METODISTA,Rua 9 de Julho - 175 - CEP: 16200-060 - Centro,Birigui,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2016,-,,3,2017,Ativa
1850,INSTITUTO METODISTA DA AMAZONIA- IMA,05.204.188/0001-03,Privada sem fins lucrativos,2840,FACULDADE METODISTA DE TEOLOGIA E CIÊNCIAS HUMANAS DA AMAZÔNIA (FATEO-PVH),FATEO-PVH,Rua Afonso Pena - 1.142 - CEP: 78901-100 - Nossa Senhora da Graça,Porto Velho,RO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,-,,-,,-,,Ativa
2017,CENTRO EDUCACIONAL WESLEYANO DO SUL PAULISTA,45.457.744/0001-78,Privada com fins lucrativos,660,FACULDADE METODISTA DO SUL PAULISTA (FMSP),FMSP,RUA PREFEITO FELIPE MARINHO - 110 - CEP: 18405-070 - JARDIM FERRARI,Itapeva,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,-,,-,,SC,2011,Ativa
838,INSTITUTO METODISTA GRANBERY,21.576.590/0001-75,Privada sem fins lucrativos,1253,FACULDADE METODISTA GRANBERY (FMG),FMG,Rua Batista de Oliveira - 1.145 - CEP: 36010-530 - Granbery,Juiz de Fora,MG,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2017,-,,3,2017,Ativa
2486,CENTRO DE ENSINO METODO - EIRELI,00.903.975/0001-20,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,3933,FACULDADE MÉTODO DE SÃO PAULO (FAMESP),FAMESP,Avenida Jabaquara - 1.314 - CEP: 04046-200 - Mirandópolis,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,4,2014,3,2017,Ativa
1352,UNNESA - UNIAO DE ENSINO SUPERIOR DA AMAZONIA OCIDENTAL S/C LTDA - EPP,03.653.762/0001-85,Privada com fins lucrativos,2058,FACULDADE METROPOLITANA (UNNESA),UNNESA,Rua das Araras - 241 - CEP: 76811-678 - Eldorado,Porto Velho,RO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2015,4,2019,3,2017,Ativa
1100,UNIAO DAS ESCOLAS SUPERIORES DE JABOATAO-UNESJ,02.662.317/0001-19,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1675,FACULDADE METROPOLITANA DA GRANDE RECIFE (UNESJ),UNESJ,Avenida Barreto de Menezes - 809 - CEP: 54410-100 - Piedade,Jaboatão dos Guararapes,PE,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2013,-,,3,2017,Ativa
